Name,data01,data02,data03,data04,data05,data06,data07,data08,data09,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57
PEG n8,62230449.56,37106886.18,18326889.93,69569155.18,61411905.32,33786200.92,80778787.37,25541470.42,80196977.63,41396082.39,58883024.96,37128285.61,8829072.664,23091891.66,31184977.61,47159483.62,59657628.95,5393509.985,42967458.5,9068380.709,667141.6521,911925.4234,25381894.4,805641.1082,510498.1611,23020396.47,26842469.19,22008798.92,71836848.03,54481397.2,14868321.95,13340125.03,6247785.535,9000163.373,9675131.99,3639065.582,376848.7651,722494.8919,415010.9607,4738080.893,16089935.45,4653477.646,2263163.238,29693272.26,11212607.99,5342554.581,21675069.07,4853347.672,22651206.47,3195775.51,34281248.01,12481585.83,8729914.745,20943168.44,7012958.193,14535840.64,3123509.635
Phenolphthalein,277824092.3,137654627.7,153466431.1,309121533.2,128819033.4,127858216.7,127819827.4,128779810.3,131982392.6,126077143,129542968.6,129865486.1,128214385.6,130644057.4,129476219.6,128978298.8,131436655.9,129639673.7,130654347,134937915.3,52399133.43,91084683.51,129152506.2,52087038.2,56327535.59,135439474.8,137563564.9,138123966.6,136727577.3,136091980.5,140253569.9,136910343.3,132693616.8,132988902.8,133258288.5,135538268.2,53673364.67,53319191.33,56783713.15,135469755.3,138614904.4,136763668.5,136775379.4,135213308.4,135712657.4,125803337.5,133422129.8,126699503.4,139401784.8,132544181.6,125583998.6,112315262.9,143662135.3,111270379.3,125923385.6,122272391.5,130552166.7
Prolylglycine,2617801.185,3025586.048,2148564.114,3095833.506,9970050.142,2165098.229,2732331.206,2513734.376,3851285.182,7386584.22,4109713.136,2191391.584,1447448.188,1975428.581,1976339.587,1686150.934,4754609.576,2404412.763,5779890.757,2260062.648,2142683.746,2424261.77,1792938.861,2215748.627,2390510.634,1634652.12,6433674.743,1867677.498,3234671.437,3776690.486,3742226.257,2131463.497,10548122.18,3693591.814,14860263.79,1429934.766,2131592.521,1953508.018,2065373.327,1460465.31,1953789.323,3420014.156,7529286.889,70901650.38,33748443.56,1843125.348,1686185.147,9888044.925,7968444.797,43845698.12,2182619.433,3899229.852,8002496.024,3934601.173,16318148.1,6105527.199,88488183.63
Propylhexedrine,30796635.41,321628070.4,327734493,329258776.9,330686211.8,321746681.8,322507043.5,330598124.2,326804827.2,334566085.8,331959030.3,325645754.2,335200290,348358810.3,333643905.1,327245177.8,341734471.7,334787095.1,344345157.6,348158782.3,278939498.8,154067348.8,341365606.5,290578549.1,311247741.8,358707021.2,352194030.8,358793296,359353493,339796819.8,335304649.8,348527092.3,348329108.3,355453967.1,336424491.5,341831483.8,288663257.4,321032487,289472269.1,344849585.4,324381630.8,373627256.4,369477434.7,342367179.4,341167948.1,336511809.5,339895170.9,328080619.8,329550591.5,321805986,322780337.7,291402754.7,316526937.6,311299281.1,304913365.6,300651721.3,300271835.2
Prothionamide,26088378.38,23503502.15,34240087.1,46358518.97,75230162.53,123616572.3,204799041.9,323352569.7,220466771.2,556163970.4,670529818.8,397219787.4,771402650.6,878477245.5,955139117.1,969394208.6,996990447.1,1028880352,1025538463,1079823638,1261540812,1176064252,670719336.3,1305677579,1338561319,1199813993,1216672282,1222229444,1193665827,1164766162,1170707650,1166328836,1173183443,1187010117,1183206923,1177229516,1271110525,1290340583,1313689670,1206311929,632653319.7,1175929410,1224955494,1211856207,1211195769,1129460111,1177888787,1107426925,1173662184,1167300362,1149609665,658324203.3,706994325.6,657497542.1,1126767506,1174248389,629626695
Pyridoxal,1620059.99,2070592.671,515887.1367,644991.1805,6833966.96,92995.11795,160994.3837,62342.38228,3540516.977,123537.6732,333716.676,1928005.418,316000.5994,62161.92317,1204774.329,159914.7153,1078259.361,79328.45719,4549770.936,211526.0912,9474.005536,196459.2602,5476446.855,10849.91281,10312.23133,88763.95073,30353.78526,50665.20198,421973.457,6887024.984,10446865.63,1901468.858,3058047.201,3007436.231,609339.8584,369232.6207,9540.431462,54724.74008,35669.99911,913261.2068,1752288.155,9951050.605,4368516.225,748472.0897,7565426.859,97587.96637,30940.80025,39630.23282,2943550.849,1715152.195,2201555.767,975620.448,89222.22935,587098.9421,177642.1614,4498108.9,3521463.087
Quinoline,11669855.33,7131208.675,3490128.355,12249267.68,8157820.6,4670327.432,9986085.883,4386756.471,21163783.97,6733708.988,8782957.885,5574855.579,2417226.191,5109764.488,4972925.1,7267167.954,7389510.647,2297106.349,5518282.47,2046526.558,1707167.186,1787004.309,3955688.673,1749935.429,1707355.284,4640457.73,4212108.264,3684411.078,9553859.417,8156835.065,3638360.179,2787653.772,3382953.16,2554137.285,1873163.237,2069598.251,1607751.879,1620031.805,1624750.498,2073343.347,2513102.122,2185197.57,1905834.532,2750571.148,2677242.245,1682011.517,3483437.502,68661.3906,3218050.647,2544342.485,4855079.301,2559542.321,1683789.429,78260.60737,3203698.565,3362615.637,2150956.712
Rhodamine 6G,8622450.858,3285182.899,2890953.537,7083033.185,4933674.04,3432954.02,3416403.043,5048736.978,4840036.163,3146127.049,6247380.131,4955933.072,4327217.681,5493751.655,3037670.149,2981139.986,4065472.858,3670496.639,4528741.111,4638924.787,126617.6523,127177.3754,4847127.203,123865.1644,120392.8485,4359637.459,3819204.83,7011012.325,5633722.376,6207119.445,6054927.649,4562835.77,4305693.508,4545387.928,6419683.738,3836569.145,116640.3798,115614.5687,119461.049,4202639.478,6660782.121,4802611.273,3649497.776,3598087.562,5716288.127,3676008.54,5691879.633,3727691.222,1845146.667,3169044.856,3862486.988,3619645.819,3778451.993,3430304.77,704615.908,4233179.001,5330361.454
Scopoletin,74023.36628,1402452.276,1165262.255,69469.79726,65709.25132,67937.43917,65863.37225,69827.85653,71001.21689,69804.86811,67746.18284,63787.42357,67454.28974,67744.34466,64142.37546,69409.85526,75015.60305,61508.74136,67892.52918,66888.94922,45703.68182,51708.74359,65618.87629,41849.02495,43545.33424,3100864.182,63036.03852,63826.17789,60328.0002,74832.28195,65280.30612,66962.52661,64296.29087,69010.97157,66872.46376,65957.35134,42691.88138,42401.02774,43730.20191,61298.53477,61302.47134,64376.69406,62038.48167,62554.09908,61080.68027,72996.63726,61855.53896,71989.76936,66386.89637,42719317.67,426810.6547,689764.4027,63334.90705,60401.13599,63948.14031,69205.03124,65693.96925
SMK,7215140.875,3199781.14,1709838.487,7731735.895,4112801.378,1884298.818,5222359.598,1242927.146,6464087.368,2785122.829,3704683.56,2280925.511,446987.2341,1569000.599,2011937.976,2886624.944,4388051.562,147852.5317,2443442.783,518592.932,21895.59657,23305.36985,1654494.797,23013.47339,22165.02751,1459266.006,1807360.554,1334877.842,5427112.097,3624848.47,954304.0857,703884.919,414824.5225,502434.8654,431323.2111,246654.2335,20263.8877,19802.64294,21445.56911,235967.224,849847.943,217557.7964,129261.0508,1855212.212,600882.8835,971321.9638,383003.9423,23682.73181,96428.36862,17046.08994,23182.15968,21303.9313,657570.8308,18832.74424,326644.2082,17255.01242,620413.0373
Sorbicillin,69400.85766,63150.38081,58038.81187,58545.69096,3625913.59,3806096.52,66211.1084,60506.73949,62477.08918,11552013.69,61915.26861,62229.44747,57255.71656,70804.88071,67668.53356,61744.0248,61680.76821,54950.81655,61622.25303,63873.7506,49897.08971,65754.45935,6176670.068,50005.76771,47909.95193,129522.4318,130873.1849,61802.70172,59533.00527,73364.61347,397857.7433,60951.09173,56887.16617,1014998.684,61772.01829,58506.72559,47218.4843,46552.6915,46954.17944,809149.8327,62639.47597,1217323.918,54794.62483,53087.67042,90023.89416,68671.25165,53442.42789,50252.77875,899812.2767,87637.07053,55214.08511,49907.50784,52037.59897,50076.82046,53577.74466,90717.2429,60225.71891
Sphingosine (d18:1),39094819.95,16581050.69,20035729.17,23388541.82,15291381.11,15479826.86,16992192.56,15596614.38,16396793.24,14734084.29,13775214.95,14938877.46,12060851.03,19060310.61,16531966.5,16861939.5,16535180.7,15644251.63,15213005.22,16145635.43,238485.267,3499349.893,10383251.8,206199.1979,4186622.765,19774571.43,12970655.21,15978042.09,15170992.77,16780522.18,15551049.79,14748573.63,13243029.09,11426985.73,14432633.49,17815308.5,4109170.171,229841.7489,4151308.872,15353281.4,13094526.03,14447908.8,13084053.67,14835381.39,15366656.4,18530452.03,16007966.55,10917858.46,15293449.5,13357145.11,14261642.22,6818648.571,14725839.03,12746462.43,15402418.19,9062564.313,7481244.466
Stearamide,87033370.24,55925735.66,31421978.15,56896732.63,34204174.82,36141281.44,38487566.14,25528366.24,33292938.52,29018925.65,31001019.3,28047964.73,32106648.51,35928782.68,30808401.49,24825273.5,27512420.83,18185415.22,27428150.51,21843317.81,24032098.84,7391815.64,28605067.72,20536574.78,21445898.11,26637332.13,34387173.6,24527549.6,30960801.73,30495572.72,25350872.6,23970322.57,22979414.1,17975071.61,21424682.54,19335594.99,21163597.77,21631956.9,17233253.03,16578634.51,12684868.96,29744713.25,21248855.87,17287652.74,11830072.75,9236915.011,10126918.27,3587318.207,1753821.742,896628.2366,3158039.264,304318.8222,3577082.566,3011532.602,3202456.651,2973617.955,2940275.77
Stearoyl Ethanolamide,720031.011,15702484.52,13789416.9,8763283.727,13297308.98,10642310.38,12035108.58,10872223.29,4442429.702,10354752.3,9327042.492,6691328.047,9439870.101,6602933.457,9551779.854,6600570.29,8779627.737,5982962.07,7858207.877,10604066.7,610177.6864,189088.909,3228478.936,164388.1656,531829.4882,6868607.082,9403789.333,10975226.76,9197777.237,6889763.605,12041232.43,8693145.438,4994643.224,8421044.357,2984464.675,5880222.809,158435.0668,683894.1872,159912.9199,263764.8707,3405341.228,10104181.19,7153270.869,5748049.702,4745642.281,8897862.647,9214495.748,5820439.276,7425961.443,8293483.74,9171470.823,279933.923,1088678.835,714673.4437,7515864.393,8851833.963,301340.5949
Thromboxane B2,5305109.178,2490015.477,1554840.006,5764881.924,3164704.891,1573257.383,3572044.389,1029259.924,5010851.188,2332864.554,3177485.431,1961581.79,368097.3765,1375276.401,1677720.127,2336697.963,3440765.929,208787.1611,2283206.204,396978.714,21660.40231,22123.97302,1522037.743,21592.09296,21970.46178,1304615.951,1634386.955,1156916.194,4833895.219,2999343.844,902660.2474,663510.3672,350302.9649,436784.0807,390311.7168,233192.9492,20474.68406,19848.45168,20163.1773,104591.8245,784677.2585,166681.2783,115720.891,2269796.592,435309.7355,1171793.739,1078553.141,23022.7809,674495.5069,24225.16862,952731.8871,752499.0445,17166.57961,510199.8645,13329.48098,563552.5189,12852.36527
Tributyl citrate,108827591,53302781.64,64873920.29,80720303.57,62906476.3,51097437.77,41404006.9,57338462.88,49142516.75,46876260.3,52106583.8,54504485.21,55432762.04,50891638.79,52387070.72,52984160.02,53934992.46,55788301.23,55884179.19,44549720.31,36557435.42,1035577.553,49041844.25,38350721.52,37315394.31,51859057.05,64706441.33,63693333.38,58309907.85,41721937.93,47944308.31,50762589.63,42731286.68,47098777.48,52889766.61,52962250.42,37738853.47,38199079.73,39313206.08,56165524.37,53841179.52,51322581.42,49510059.61,65214663.26,54527749.06,56655198.01,57056000.27,65977035.83,69490747.89,54722097.05,69303083.06,75351719.69,70372268.5,67368590.46,92268783.66,60136172.82,66873937.65
Triethyleneglycol bis(2-ethylhexanoate),11361045.99,5784515.117,6968546.279,13444138.03,5525685.381,5499421.904,5900304.199,5648964.488,5658088.956,5631307.286,5615694.92,5805940.901,5614981.921,5319500.332,5445863.816,5761468.879,5436388.805,5558059.891,5346491.487,5134426.784,55837.69732,64049.79336,5446709.6,52179.15626,52908.94412,4799916.823,5217673.13,5639221.996,5339575.462,5590210.266,5594416.318,5418295.588,5504143.72,5104856.585,5524891.937,5303021.812,52286.50801,50005.77766,50602.19505,5603295.975,5440389.626,5496958.803,5517724.626,5033943.653,5490829.042,4842040.635,4998381.959,5286998.363,5108735.383,5053119.899,5429029.141,4556913.181,5610287.002,4575232.945,5348294.278,5494636.053,4396290.394
Triphenylphosphine oxide,5598885.333,2025048.636,3067627.412,10325092.11,1313992.545,1299891.082,1332777.525,1328067.368,1392719.48,1306927.688,1301237.207,1253544.916,1362335.656,1388913.671,1323740.529,1385795.439,1356574.193,1340617.991,1382376.48,1390714.667,48634.42256,57455.19518,1427348.261,50597.91694,50884.56802,1360253.69,1334504.717,1417516.964,1425462.728,1276749.049,1351083.774,1271185.803,1425145.118,1446805.954,1237788.425,1365359.556,47933.13919,46555.86197,48945.70121,1314840.442,1245854.605,1241981.635,1338243.673,1240167.406,1191752.385,1002856.748,1224938.257,1183794.97,1235093.685,1213547.83,1268667.041,1304961.845,1225386.131,1005876.203,1391460.9,1013696.708,1393855.848
Urocanic acid,3406489.337,12982607.47,3593588.429,10899775.26,9801496.533,9992286.565,9363350.834,9791698.511,1030241.925,650911.137,911722.7449,2617423.971,1610477.72,350405.2042,10541970.13,10160990.07,960646.4068,1560895.343,679570.5195,1291204.13,948458.4092,953152.4953,982415.9171,930993.1965,968053.8901,2217317.579,531085.4962,1024041.703,1085246.571,1043003.506,1060257.396,1192824.476,1019806.037,1044286.175,1085313.371,955384.6607,930276.353,942016.9345,965008.0859,12789020.76,13382153.56,1007242.894,1011148.892,969794.1286,11961915.17,1971357.186,1017609.975,987806.0384,7970985.952,86596.36953,969645.3713,979790.1161,991059.7677,1048486.782,7551641.546,968129.6337,7285868.647
Valpromide,181894410.7,726856377.3,740162286.6,747672066.1,710345942.5,716866680.5,684398243.6,727187637.2,673807342.7,720219994.6,741460484.9,715703035.3,705986409,732933346.8,751750256,722459844.6,753810605.8,729777765.5,735142315.9,751265207.7,610620980.2,336349024.3,754344512.4,707120081.7,675769557.7,780293409.3,767905545.9,804828330.9,763628155.8,754774859.8,752004948.1,730452099.1,737342037.4,734043159.7,751788728.4,745454765.9,657535893.9,717552282,619326943.6,752674943.2,772402041.7,742195912,706982695.6,766983803.5,725956029.5,749729183.7,762351704.7,716908084.4,775970849.7,704752407.1,791738152.1,668745632.8,793498684.2,700998736.7,764495938.9,669389257.9,678298149.6
Xanthurenic acid,3807219.857,6999525.121,1074298.707,546563.2375,10515470.04,850411.6939,965118.5376,275623.8567,6845756.652,250048.9053,557536.7025,755374.8763,625222.5795,1049287.892,1364882.668,467992.7273,1771658.293,39766.80606,1274843.936,975109.8309,6525.933131,41700.29314,1036066.897,11363.43502,6386.51842,3189255.192,131345.3273,634281.6593,463899.6301,2062385.013,2805388.356,829439.9173,1178978.601,2512535.808,3030484.011,1502029.492,6786.645646,89724.10954,15266.94574,1214934.043,1794679.481,4711079.06,1356711.774,1037961.681,2200342.333,63962.74385,117466.266,197521.6527,2114144.875,2913846.854,1220017.785,587804.2418,130850.7869,577748.7155,1164642.825,849349.4694,5333519.92
¶¡-Eleostearic acid,3536293.909,4152958.22,2131135.475,4619622.264,3916986.189,4944999.076,2182232.557,5618540.523,1561226.942,4727195.851,1627380.996,1878868.598,3091775.435,3028857.839,5383210.974,6365350.744,4316048.329,6025462.908,4399518.793,6159479.844,142511.158,206811.1784,4327697.138,143248.7636,148021.2227,4710407.745,3788756.93,2319759.101,3681068.454,4822793.563,2527726.99,3860284.681,1438917.084,4967031.662,3738875.324,4768372.621,134148.4531,129700.4233,136331.5258,4796850.035,3660573.509,9559532.256,1566717.356,4794606.364,4486729.789,18591058.5,2848069.163,4834297.131,4012139.969,5522960.14,4473272.658,6141518.57,2666738.462,5578628.339,3598436.517,2788369.502,8324247.934
¶¡-Lactose,157700124.5,374662479.4,337401330.8,240009481.2,120243278.4,317204948.8,151896370,77934233.5,197938408.1,162170894.5,142738680.6,191304505.4,143623578.2,250473887.6,395857512.2,427264740.6,396199559,172753130.4,412051069.8,346949591.8,1922233.68,8463391.474,228310199.4,3920616.918,2230358.675,360025443.4,93611801.86,44576912.26,187881178.7,525811677.4,391467403.2,463993826.2,247254249.6,86918449.76,24799845.56,320422185.2,5032506.775,13655876.98,3096215.818,38875955.54,34792332.18,183741605.4,111404599.5,39531843.24,318627766,173380.921,39903937.04,10452411.07,103634444.5,217346381.2,279270932.4,64882867.36,17105735.93,62357054.46,10033087.01,427818458.6,89373498.76
