Name,data01,data02,data03,data04,data05,data06,data07,data08,data09,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56,data57
"(1R,3S,4S,5R,7R)-4-(3-hydroxybutyl)-5-methyl-10-methylidene-8-oxatricyclo[5.3.0.0?l,?Å?]decan-9-one",71820.64079,5752001.695,218448.5211,58291.76914,51900.21473,650943.6063,91292.31308,55609.6942,55953.9072,59453.82129,88160.97531,191603.5573,52519.38103,211757.0758,1786712.79,122963.1257,78728.34984,236103.501,53701.05296,3017109.144,44187.83099,53870.87379,93474.04184,42725.86886,42880.28522,179964.675,68524.74871,61111.34255,101545.2796,74833.41326,70463.53118,57059.01923,70287.15243,57131.00595,58216.21359,54471.76911,42637.80689,41537.41756,40416.47301,73351.34861,98519.11608,58462.37031,48921.35597,76651.95904,68275.30463,177049.4377,51936.24266,47095.15782,44030.95229,222382.8195,155293.9173,44630.63811,50350.58526,107150.2166,46077.70652,104921.0568,51147.04522
"(1S,2S,3aR,4S,5S,9R,11R,13aS)-4,9,11-tris(acetyloxy)-3a-hydroxy-2,5,8,8,12-pentamethyl-1H,2H,3H,3aH,4H,5H,8H,9H,10H,11H,13aH-cyclopenta[12]annulen-1-yl benzoate",2133895.029,140151.4854,136603.6715,6001276.457,1898555.481,138691.1939,5027574.402,145046.8684,10114105.03,1656056.318,390792.5756,133872.9872,158310.2771,323482.9267,308047.3009,8518428.127,3790995.35,4045135.332,5423203.199,3421437.536,139559.6529,121364.2959,34535129.63,136256.4197,130114.8181,137040.3273,1087049.459,47332949.14,1741587.546,9551334.319,3096440.985,4571852.037,2519589.931,7279959.055,2959258.42,135583.5901,129961.9892,137329.9674,136973.307,1842247.447,136047.4881,1418562.21,1211824.844,141625.6871,4428154.257,1667329.568,136725.1805,1330449.122,770155.6491,138031.7588,132278.0464,132732.4161,132281.2602,136182.735,135193.8313,137622.723,139333.5636
"(2E)-3-(3,4-dihydroxy-2-methoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one",51086.90884,380485.0884,955589.2374,211792.9479,43192.68939,4378561.761,140142.7204,1851718.874,77561.22183,7527030.214,62271.758,15250780.72,177072.9147,81567.63128,444321.2691,1475961.358,1120753.153,514827.7901,40188.04936,432770.4146,35019.09388,40920.58187,163775.5146,35416.12938,33443.93398,326360.2953,1234271.389,754583.9103,45398.6711,50074.16553,132622.2309,38501.51592,109235.6872,41927.23456,38974.83814,3377615.371,33344.14224,33307.35531,35466.71537,39219.36131,42286.12368,44581.41244,36189.37794,45172.12159,42729.48414,56720.593,40916.28881,39852.42605,47704.19841,72254.79295,50325.01863,49048.84968,50154.80959,48209.18228,53772.00497,52575.35901,56286.44588
"(2E)-3-[(1R,4S,7R,7aR)-1-hydroxy-3,7-dimethyl-2,4,5,6,7,7a-hexahydro-1H-inden-4-yl]-2-methylprop-2-enoic acid",501296.0605,36657656.61,15673498.03,1693841.957,1032650.085,8740692.732,2314723.815,537639.9178,255657.8658,75643.3974,451235.2087,1541020.673,478153.9717,1983067.941,8143010.456,1752278.111,429599.5569,2203269.988,71688.81354,19566811.05,51187.77165,41500.45356,710006.4084,52990.44266,49356.11987,1922995.559,109353.3285,73224.85062,73200.40982,169837.8582,73783.02816,103766.349,69900.10402,96611.64939,75553.01475,319331.9224,54157.82075,47704.83014,48744.77751,266325.7821,78370.1856,76353.86318,74820.71062,181377.1393,83566.32732,81584.45092,90127.12056,84647.78245,100130.7205,706887.6433,77027.88723,76084.71807,98361.93698,85821.03762,78278.57346,182279.8313,205180.4472
(4-benzoylpiperidino)[4-(tert-butyl)phenyl]methanone,1337716.189,13308718.59,22102165.62,10468330.79,5046437.323,35703982.97,11496783.95,11785037.17,2336863.281,21283859.53,5562469.681,2879702.694,12713346.34,4941739.899,11779291.07,8487265.03,12970185.7,1967822.207,866642.3362,1289761.791,6128832.342,245263.9029,3659429.414,6089000.901,6025714.869,8379525.699,19190072.57,7260704.448,3901875.888,4724540.301,3991888.915,8189355.798,4123022.088,443671.9044,2623517.108,2394777.091,608750.8529,2301056.575,329254.182,1540547.201,3840615.833,483751.1039,222312.3798,2388664.267,2639101.625,1159510.093,3031899.029,3979910.371,1396680.958,976950.9999,3546409.609,5005034.163,2211227.05,2250024.258,349409.4084,2044217.654,6482923.875
(S)-Nicotine,4504909.52,3522994.329,4976001.103,4142082.052,3899148.943,3072014.238,3156451.71,3817621.19,3213034.658,3135494.538,2606412.628,2769938.985,2750732.213,2731771.58,2743671.424,2984568.611,2813621.197,3675045.675,3025862.396,2730291.875,2186022.874,2206609.101,2609776.499,2080806.062,2197763.181,25898856.79,13696421.22,4483703.075,5774372.238,3663840.544,5305953.81,3488542.273,3725394.149,4674739.654,4437398.93,3230659.105,2078057.167,2193229.437,2027224.537,3144195.936,3085391.972,3398875.506,2460462.119,3263658.162,2125726.568,2372265.121,3546590.946,4090485.899,5683951.029,2634218.271,2905016.209,1965913.154,3032348.467,2551937.087,8491541.065,2445611.032,3026123.575
[1-(3-nitro-2-pyridyl)-4-piperidyl](phenyl)methanone,338628.989,39241431.01,17296992.59,3657304.572,23855005.88,4690944.808,4824894.066,4624224.985,9438714.594,18239379.71,7674169.527,20736189.38,19333847.06,14257652.01,44944681.7,5230968.78,34475240.06,2347432.763,8858591.473,25388883.78,226771.4493,231090.106,9760677.742,230617.8847,216319.6413,10386625.07,254995.3241,5630447.458,2744925.833,23445653.77,19651198.2,2605682.496,2861495.604,1083261.338,2202941.998,44775550.31,213081.0952,197287.1582,207381.2215,8596430.168,7470582.418,24823411.58,9871762.578,5583698.202,11506828.89,920052.1691,221953.5906,233814.8042,2558696.448,3871812.958,2314328.17,666108.6858,234663.9546,195276.9577,255511.6753,523292.9797,9374211.059
"1,4:3,6-Dianhydro-2-[(4-carboxybutanoyl)amino]-2,5-dideoxy-5-{[4-(3-fluorophenyl)-2-pyrimidinyl]amino}-L-iditol",239946.3472,215425.4231,323230.3025,303085.743,210354.4327,313591.6705,242926.3979,316690.3468,325437.5805,335169.1814,220867.0967,468665.1036,212660.1284,218518.326,311518.2461,214267.3776,434737.7009,432896.5666,477289.7557,217827.9605,124990.3263,234153.968,207240.8082,122936.9328,122047.9104,210466.928,218485.4126,211755.7038,302833.0396,316338.4657,415350.5154,350975.5656,347634.6563,325646.6001,384202.1902,406456.9158,119323.8487,120572.745,122929.555,307361.0052,583904.8911,604182.02,197024.908,209029.2906,225591.2103,2090117.985,218032.3145,2489748.602,3006803.537,207270.5099,6111004.259,11251650.64,10698668.37,9039351.044,8603563.754,9791788.937,14925601.89
"1-[(1S,2S,3S,4R,5R)-4-(Diethylamino)-3-hydroxy-6,8-dioxabicyclo[3.2.1]oct-2-yl]-3-(4-methoxyphenyl)urea",4047719.303,1655081.314,2664168.607,8219875.42,1092639.807,1697546.061,964362.6057,978254.3266,584087.4219,1303084.1,1141922.798,777768.1602,1487770.863,1003978.384,1151266.487,1159775.555,1328390.454,720340.2537,586731.6287,602368.6077,49945.98777,57274.59996,774210.985,47580.18804,48962.64241,859585.0978,1347065.459,921861.1553,675440.0948,988972.8702,635996.9505,904633.9689,847001.4392,643915.8559,633977.8086,615673.9831,44442.7717,45702.87822,47766.46525,464144.3598,802406.2011,606754.1594,445075.5663,187335.8176,728391.5067,407633.3054,561217.0341,846805.2534,766085.7027,384649.1372,608417.6666,145804.0242,167230.6308,64771.43721,49884.18942,55083.46997,49327.00695
15-Crown-5,6638991.496,5236447.79,3093203.064,8087120.159,7084952.106,4889901.221,9392660.463,3616876.204,11763709.88,6624624.75,9537270.891,5529840.602,1763837.634,4265203.322,3973418.545,5900984.38,8237112.438,958600.0185,5430469.495,1616305.095,18024.98277,130107.9644,3059437.267,17279.33624,16581.56106,3242356.738,3756646.087,3198765.583,8144191.909,7649186.122,2583558.297,2390776.032,1292938.783,1734546.054,1554759.673,999173.0394,16131.83542,15758.8325,15986.39472,1118942.49,2277209.03,1305486.904,563896.9208,3639662.28,2299363.253,1477848.15,2695226.325,3299787.326,3515814.853,2083298.72,4267620.122,3086166.449,4105538.078,4974459.42,2768257.24,6722853.719,3167234.228
15-Keto prostaglandin F1¶¡,71672.78767,870422.6541,141960.9177,4141763.254,284094.0753,225362.222,3958691.364,125233.7188,720503.3088,247451.8998,2033753.708,118698.7298,51792.26732,749046.6864,628457.9294,671166.8462,90144.0727,173954.1574,935740.634,1209055.922,52199.17249,58055.07399,1103864.087,49656.05164,49697.24311,293832.6362,57849.44208,154752.6569,59911.56556,115467.4631,169647.4378,57747.18045,69012.37638,81031.45352,118513.1002,221177.9006,46702.4525,49757.49025,49025.71674,1266419.133,108530.1855,92563.95644,53844.39724,62672.34167,219998.652,89443.28001,126022.2619,63176.75445,66380.46727,130995.8304,109135.3675,105270.6674,110282.9953,129610.3521,161379.2173,78413.54797,190801.3084
18-¶¬-Glycyrrhetinic acid,367774.5839,4851580.334,3944691.076,410318.4188,725184.5743,1666059.802,786804.1101,735617.7147,767560.5592,4151243.808,360157.4986,1183498.368,1193994.984,1316435.268,3324022.218,1112267.436,616192.0913,920951.9262,1974049.22,3640867.338,50114.23319,57057.08423,1502357.448,50373.61317,50987.92083,1520165.317,279161.1149,580492.9638,525907.0607,828890.0155,1205400.914,698578.4428,197789.4079,95365.32278,55647.66196,4469181.105,47173.47718,49786.07401,47483.25626,105687.6289,55980.9035,508053.7161,115829.3424,124621.3732,147424.365,179883.595,66228.36526,251380.3052,372628.0606,68699.28144,54419.12717,426214.5957,513836.1316,51581.77005,378373.5289,457057.8008,508950.6021
"1-Methyl-N-{[(2R,4S,5R)-5-(2-methyl-6-phenyl-4-pyrimidinyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}-4-piperidinamine",8063177.212,8124381.432,6338469.442,2576879.679,3226848.567,4620894.399,14153120.38,2723302.499,4825517.613,6634816.098,4839596.414,2250038,1959676.263,11656938.7,3835092.515,6278080.529,7297452.774,2627839.862,4661787.077,4241516.486,64858.76466,47104.60637,312427.7349,62194.14329,61166.95658,12083284.09,4734272.221,4695976.082,3091757.091,7072301.297,7438680.166,4564323.875,1252654.93,1699424.47,5827813.68,5276426.46,62290.04007,60424.77911,61014.80014,3702705.495,6059249.816,8011812.473,1437498.234,6230824.966,6143678.781,94291.49182,7275025.769,3976758.297,4313361.839,4075045.839,7193046.102,5811949.561,8836716.224,6027823.818,1516591.407,9605896.869,7853008.543
1-Tetradecylamine,17274726.62,7543005.423,6687941.915,12424481.01,6622750.072,5444618.06,9961848.066,4734518.553,8762635.681,9075635.596,6029788.469,4894826.968,3624296.956,7802762.309,4753339.243,7135666.462,8906090.378,5509941.692,4825057.701,5554197.93,118396.7393,176431.5129,2265762.257,118967.8715,113654.4726,8473283.655,5777362.841,6097461.484,5508282.441,7432675.27,6476984.27,4312771.682,2808304.651,3454532.075,5036980.725,6362622.775,111535.6375,108975.8451,116305.0158,4348515.798,5791082.149,4815017.33,2026044.893,5178262.657,6127076.277,1467116.29,6280806.225,4468249.188,1951961.087,2699142.367,1888921.892,1032558.059,7273628.485,4579555.668,219180.8223,219421.9905,4639235.384
"2,2,6,6-Tetramethyl-4-piperidinol",969509442.3,6451612147,6443894814,6541732714,6722627970,6106440715,6243214626,6666002877,6155164176,6111820247,6356624826,6179639851,6004741589,6695668789,6500496457,6322733020,6828940007,6775694679,6450996386,6463006520,2172211255,3468013700,6507875135,2290010217,2362447772,6554610275,6745179721,7053489420,6639878450,6407090367,6954708443,6748302830,6734660085,6960452157,6795580653,6622521274,2256375414,2441268826,2250649604,6844229211,7152803440,7273441390,8000611386,7349549881,6419346464,7919352299,6379769442,6620698937,6246204451,5978752778,8018633656,5183266334,8170034189,5971693446,6663521091,6114374673,5268591396
"2,3-Methylenedioxy pyrovalerone",933660.3473,401067.6031,290745.2515,647199.0222,2752005.281,210900.9708,1225876.724,6338979.191,418228.5991,368879.7975,396980.584,422283.8603,417103.4608,1336450.312,701471.2362,4201100.314,943472.9512,5995494.386,431431.6256,1370340.796,44846.81627,53616.31996,55420.8717,43527.24178,43097.83859,611906.1708,2798877.305,5035260.134,349169.4094,596622.4598,658536.0302,421314.5959,118763.9494,786914.8513,2443575.592,674909.0319,43869.36105,42266.22869,47020.62241,7575715.106,11539932.97,2611615.092,270783.7238,5420971.273,1282101.062,8032260.267,1305550.956,9299253.811,3362738.174,6543762.864,782599.7863,5907673.013,5157378.695,11939323.18,15081117.08,1339337.394,5608855.558
"2,4-Diaminotoluene",168765425.9,1280912052,1257646489,1337332219,1439227968,1367781067,1525254744,1561525209,1296412548,1331684722,1367766475,1328226820,1244421871,1582302463,1425466555,1311162008,1439212318,1450221192,1426252708,1421523402,1207929309,597971283.6,1416310365,1368355911,1405698354,1390289979,1514504443,1542691322,1476343545,1402048044,1540172784,1647863245,1514564802,1444050921,1476044876,1473097439,1310784789,1329228252,1332015378,1537040912,1558124515,1655165211,1610282310,1633233191,1410099670,1467892347,1453710033,1484626890,1366056276,1352914050,1519038823,1043208106,1539307116,1286409905,1544376667,1295235948,1110199801
"2,4-Dichloro-N-[3-(dimethylamino)propyl]-N'-hydroxybenzenecarboximidamide",3085065.528,156678.5426,152778.5599,1727553.378,1950509.613,147221.6193,6075908.512,478217.2151,5533433.042,237563.3173,422711.1465,2227598.749,82906.09987,1068267.46,299941.1258,4359655.161,1267602.324,1435112.976,3438646.003,823807.4594,41686.24595,46982.40556,534155.9872,41161.21087,41877.89397,53593.51506,3653192.888,14613500.99,779942.7954,3122461.703,1133628.581,3144785.026,3207841.466,3555156.669,3869586.736,136328.533,38459.17309,38591.45242,39941.55164,4078442.305,1277249.292,4636024.912,401386.7678,998897.699,5343420.52,54199.74815,669599.3061,1380073.203,11054311.62,8319412.544,2951222.657,459959.4825,1655201.817,115747.8525,674839.8486,1611505.769,456934.8139
"2,5-Bis(5-tert-butyl-benzoxazol-2-yl)thiophene",449807.9569,15706706.47,17273687.16,16448800.94,14975460.65,17770143.52,14387311.77,23565880.96,12392236.32,23728959.85,11919297.07,20252034.03,10352397.11,5992986.688,19525048.08,11935783.25,20385775.71,19364321.92,10377300.48,11351459.6,277702.2515,390731.6283,3004778.173,270266.6238,276135.2974,4443094.871,12606338.58,12340401.28,15765127.8,18445916.58,24737148.38,20688208.8,17459507.37,9527705.349,12040019.72,23707770.45,263089.6637,257588.9891,266392.5998,4648944.328,19824607.95,17274054.2,16839026.47,5275783.963,23008330.72,25071655.15,25625758.17,26400988.71,18304820.91,23302401.58,18070498.69,19541286.57,16061079.75,15812116.25,9400551.452,12196607.53,15825883.5
"2,5-Dimethylpyrazine",20796298.42,28429770.5,29518780.15,28501707.33,29269307.07,28889904.74,28835771.55,30500400.91,25533149.84,27593645.1,26857429.65,26808394.6,25723237.7,26421087.04,25880851.81,26468848.23,28735249.64,27387246.78,24503749.31,23794217.55,31778119.36,18748512.63,25261620.66,39688335.17,37678617.39,23475397.34,26562832.85,28624696.82,23933780.72,22549462.4,23152624.56,23449042.13,24804279.66,22859427.88,22613221.21,23712612.67,37281302.89,38472808.45,39590681.83,28802645.4,26340190.49,27912972.51,25757955.41,23625317.52,20616178.42,27787706.68,21202716.97,22438205.29,23381497.04,20689822.19,32204733.2,20034240.1,38989836.23,19428326.97,26302285.01,17380734.04,19765185.83
"2,6-Diaminotoluene",761118380.6,2940074556,2945737535,2926522240,2931297469,2990877625,2928928719,3054430770,2906306524,2878739290,2991968435,2884221264,2834551702,3072184285,3046476370,2921135930,3061670075,2925243884,2965992579,2897853440,3959846195,2161140639,3014868826,4303622563,4124148691,2957842743,3088452908,3216024808,3106963297,2940923392,2913131556,3023345958,3033006775,3020894838,2927843824,3020950255,3931637272,3947411221,3659128662,2931318356,3337992912,3422925986,3697975087,3352828098,2810954748,3783338534,2902213060,2760268010,2987300566,2893877491,4269616435,2898853330,4543882646,2580618860,3275758814,2517120663,2775889042
2-{[2-(1-Pyrrolidinyl)-5-(trifluoromethyl)anilino]carbonyl}benzoic acid,441126.8406,1166948.192,816586.2379,219934.7294,6115540.228,380575.4718,1027735.847,564218.1636,2603368.091,311640.4728,256364.7322,219144.8572,424863.3683,2437231.197,665930.7785,30996505.12,85254.4096,6475796.408,1147128.261,863887.5372,8618.884213,10327.95445,402408.7106,9870.602445,9381.451964,232765.3061,144378.0221,731585.6344,202426.0516,1933115.087,1254309.123,1734104.073,969538.4436,298832.2431,100089.3522,495963.507,8679.314552,8884.029346,7956.781041,1569003.79,1289640.33,2116846.986,337738.2765,1769146.92,916295.3553,68488.38717,47822.6669,50259.40388,937882.386,3967074.857,1388799.004,1940281.294,143443.3254,234529.807,130412.2892,1487088.22,6382959.773
"2-Amino-1,3,4-octadecanetriol",470328661.2,482553420,501037583.2,389926557.7,404932701.9,407024662.3,583069809.2,352523614.8,543462995.7,407277791,397171007.5,445866092,409717128.5,525222107.2,413554173.7,519376824.9,493639692.5,501648473.4,395670176.3,488445645.9,116908419.8,127301476.6,374311346.4,106769650.8,107387041.7,545528989.4,350814468.1,395210832,411666166.6,488934836.9,437880267.2,358037059.3,377330371,314884429.6,384141110.6,462691349.2,99309950.49,98792519.8,100505013.9,402891372.5,472422052,501380769.9,272902976.1,449438548.8,460077165,375247094.6,493444233.6,462657706.1,517970077.3,405701570.9,390067645.1,405642422.1,423349708.9,456478565.2,598375284.7,544857178.8,596459715.3
2-Hydroxyphenylalanine,401482.749,282905.1175,112402.973,50916.05315,573942.5023,164683.5265,54369.51161,38729.76095,1731654.669,68364.93302,453459.3823,39887.7465,44718.66017,59946.94961,80536.70179,73621.9864,632477.1146,39006.89458,3145184.208,62997.20589,9136.424735,45466.86087,255948.2195,10463.30524,9944.782603,69761.0561,29272.20946,47783.62812,100509.3137,3356705.301,5311298.822,545467.2116,1110201.766,2169894.244,527992.3525,326753.3057,9200.483751,7912.526289,8434.564071,35851.45062,48613.84066,365872.9844,5595946.363,770169.2528,7808422.51,94110.68068,29838.30774,38218.11566,2694627.926,1149312.501,2008795.196,513875.3055,94631.76592,431510.4361,46749.76594,3296301.37,1263412.276
"2-oxa-4-azatetracyclo[6.3.1.1~6,10~.0~1,5~]tridecan-3-one",3557816.269,3436338.829,4456496.773,4315387.4,6122786.938,5334312.683,5329878.544,4381255.984,5445003.597,4926832.608,5078350.373,5581436.855,4885341.34,4551842.358,4742240.67,4906021.864,4571697.358,5386638.539,5532360.778,4792054.66,1381266.146,3392195.378,4977843.23,3662704.399,3958583.173,4699388.638,5367660.801,5235873.378,5637024.441,5882182.514,5461552.388,4695717.022,5519774.446,5733428.209,4919581.903,5583518.236,3398244.717,3667915.97,1321504.101,6347047.21,5375564.001,8186354.536,2579467.294,7217596.524,6627370.099,1150493.903,9052147.174,6473782.544,6010452.4,6252038.352,5419496.757,9158533.587,6417673.032,9335540.289,3880386.086,4709704.273,4616711.324
"3,5-Dihydroxyphenylglycine",14511524.52,72522699.7,15314308.95,9823185.328,34934856.65,31097531.68,7230030.639,8948489.606,56113662.15,62507538.44,20268479.32,37786422.17,33328761.59,40920093.76,28757985.37,20924726.11,77456393.43,3048876.504,70187099.89,72702462.35,95068.97677,2258264.903,69369066.73,197994.2675,162007.8495,99560910.22,1161152.463,13187906.96,19009443.05,90842094.93,105521129.2,22487965.03,50636223.95,76599164.07,23755100.56,76208801.1,252210.6558,4592298.345,757987.2503,19661693.04,27375544.33,159324287.8,56776175.1,19912768.48,97162301.51,88970.53324,2056632.133,1228384.639,43196480.37,52272647.84,26037048.38,17629782.1,5953548.141,11069767.45,3920598.638,50964074.95,30243920.12
"4-(4-chlorophenoxy)-3,5-dimethyl-1H-pyrazole",447334.2121,436917.8613,380674.5008,399638.7429,371015.6001,409033.8896,429210.4939,369531.8483,418429.3236,430786.3369,376377.9882,488077.4136,325613.7932,440755.1933,369062.5816,385863.7896,473483.1713,322830.8772,90645307,1086134.76,286385.8336,316923.0696,311581.7141,279349.935,275078.7766,374806.0098,368544.0901,381104.4045,374436.8947,433524.1462,433890.937,352081.4022,316276.78,2240286.116,2230303.692,378870.7204,265220.4107,266783.5901,266618.7375,355310.6403,395647.2422,387267.5478,312544.0845,367318.2929,397080.1541,429598.7124,368785.7462,341391.2914,27164785.18,527294636.5,51702960.51,1715970.372,375347.5306,361184.5543,393351.5228,496470.9662,420006.7243
"4-(5-{5-[(2S)-1-(4-Pyridinylmethyl)-2-pyrrolidinyl]-1,2,4-oxadiazol-3-yl}-2-pyridinyl)morpholine",31402539.29,18964946.94,10907758.38,32480598.64,25758045.68,15055196.88,28712722.27,11133688.07,29804053.32,18769030.8,23257901.62,17393450.52,3778785.057,11387165.81,14735050.71,21620178.41,25709620.34,2313581.106,21380168.21,3977949.876,47871.79043,297446.1984,12651820.77,68214.62432,17901.33294,12192724.96,13674938.46,10916139.45,31444166.91,26252874.48,7414260.48,6593483.768,2759425.416,4061275.883,4819219.743,1651824.059,17865.61756,17709.47601,17207.93261,2060767.479,8627139.751,2110199.184,877436.4793,16472900.36,4860370.692,5586647.959,11772325.83,3025589.501,11831816.39,2050560.473,17690323.32,5173496.595,3918060.572,9346825.476,4747287.57,6668753.153,2345592.136
4-Fluoro-¶¡-pyrrolidinobutiophenone,6400256.327,1708789.892,18296239.64,1130791.396,2386814.407,8784765.651,1442016.214,28720950.99,2641900.394,13107397.3,511230.0798,1409952.099,920935.6192,14245643.18,17244293.8,13188255.51,2569540.835,6411037.46,1075970.98,7927903.728,7063.359851,49046.10244,6585008.139,8089.169698,7688.300423,13238857.34,176366.2384,3707314.654,519500.7899,1525837.136,2487584.026,527140.2567,650363.8732,5896089.934,1903416.525,30437949.73,92209.11871,536590.583,16048.55072,1759291.82,835564.4199,2366303.676,283943.9982,315792.2961,976583.3519,42741.85638,176952.824,523827.4379,1323057.509,1571754.474,226491.45,354371.763,548910.028,1213467.504,2035824.694,521952.3593,4193059.519
"4-phenylbenzo[4,5]imidazo[1,2-a]pyrimidin-2-amine",9490615.457,671790.5998,606704.8516,1649570.049,659160.2433,229213.8611,330550.3846,215172.4303,856437.7926,523149.3723,240523.3166,325774.2848,186105.3877,479101.2288,125841.0477,580376.7331,456332.7343,148522.2546,387549.5681,813211.1393,43262.24407,52149.45883,143864.6422,45098.78773,42813.74984,330959.8899,396690.5843,160393.0631,544261.7187,366424.4406,322332.2126,384492.9712,328738.4693,327527.239,510661.5965,253452.2499,41329.28738,40390.42639,42409.85681,430115.1381,599771.5138,310313.108,106671.945,1211599.255,483051.2605,9927025.999,5854201.588,9672570.974,641830.2029,503309.0934,424798.3005,52585.50094,291684.7888,326139.9021,92028.3037,106554.8222,52066.18045
"5-[5-(methoxycarbonyl)-5,8a-dimethyl-2-methylidene-decahydronaphthalen-1-yl]-3-methylpentanoic acid",1606007.009,9846443.25,1579681.992,749477.9331,1553240.311,3209248.981,2873037.023,2394107.245,467204.1708,2866059.377,369024.4568,1166847.736,824986.3722,12886398.41,4535562.607,3625242.591,1784426.234,978722.5075,1468869.109,5287821.484,70323.6162,85686.56637,6753300.161,70601.80213,70042.80662,8594767.937,572965.209,3099459.196,152373.4148,5101710.557,3550064.981,1360363.349,379634.398,671126.4248,393030.4073,6312580.852,70056.20148,68344.46941,75088.53829,2304808.995,879904.1848,5319612.382,1206811.165,565826.6842,1678582.42,16154535.27,576841.2419,502689.1608,584784.6641,744224.2018,284409.79,1112398.116,319394.4542,770049.912,794644.7243,1757378.635,6010587.667
5-Aminolevulinic acid,1872156.679,4817015.714,5047504.642,3596572.934,1448197.265,4890556.331,2260783.325,1187684.617,3671135.293,2292016.458,1916998.926,2583577.599,1868438.405,3859271.889,5244357.009,6251481.675,5151697.23,2344367.423,5307546.046,5444292.303,19834.37504,94997.45966,2954031.702,38732.03708,18104.86977,4702029.965,1242887.796,670003.3066,2317098.113,6453327.614,5157458.297,5682279.157,3526025.337,1902147.402,113753.9241,4147188.371,60071.06837,156289.9875,15775.40613,438180.7666,404726.4913,2285323.1,1361841.546,481965.747,4145263.082,65067.60323,630804.0919,143345.7653,1374574.826,2928542.203,3399706.176,881484.0361,196191.6835,990704.8028,69732.89467,5989525.495,1210969.623
5-Aminovaleric acid,22484025.81,80819419.48,38816363.02,17669258.11,28537634.76,17878731.42,16037497.96,26989039.42,19308530.04,42292642.67,14993261.16,15298890.64,21494124.54,31194066.49,60924027.84,21390140.23,40615975.21,18254907.04,19876006.77,38105210.34,8053425.325,8636908.513,41516215.08,7899371.531,7890916.813,37518644.59,17198557.74,23626946.42,32375059.12,21692249.49,21587991.81,20203601.71,18127729.13,19516078.66,52368662.75,54223844.9,8077240.652,10958642.78,8117065.124,17023792.57,16345761.04,26847336.43,13908734.44,23698649.76,20402927.01,17805649.79,29457409.83,55146297.73,18230182.27,26586237.23,16978231.14,13891002.42,25418582.73,37718397.2,43799065.71,14018213.63,23127459.99
7-Aminonimetazepam,71337.4947,3494942.671,1432596.287,165054.1692,539941.0748,306983.416,799925.0714,167735.0845,709856.1591,290063.061,1839441.065,1900266.799,2471422.981,30836.17407,3189737.659,15133.17869,483797.923,15137.98337,1455335.388,156134.2254,15329.43085,15323.45832,128937.2109,14663.12903,14071.30069,2108805.747,98226.57394,15426.24672,32047.60519,2147402.485,1511307.666,472823.357,115728.9558,21751.33969,40649.27312,4549479.173,13894.32668,11895.44384,14336.83342,507843.4293,461115.2054,856696.1584,197573.9513,12502.1571,379438.7974,24043.73448,12498.89463,18607.75405,8660.626414,12291.59623,9849.949308,13605.57929,14299.14496,10548.99605,14580.34314,10023.39126,559910.7053
"7-methyl-5-thioxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinoline-6-carbonitrile",122049.0197,82733.12183,82318.42544,93913.73872,79091.01176,77929.24756,84206.87401,77586.41701,84845.48593,80057.12187,81441.46698,77263.22118,71916.37323,85035.14164,79620.34726,78497.498,81907.58632,78351.4496,78206.19201,83416.73806,58339.35588,64969.90583,70016.07348,56230.82255,55882.47458,85323.38289,83990.6614,110941.157,84826.72993,86156.89546,83075.08414,77237.75748,74077.21009,74903.01027,78372.20144,85376.45237,53835.10516,51749.74005,54208.45385,77457.79911,78307.1094,82586.87153,70916.93782,76070.77405,79102.45607,81538.45879,87921.7132,75154.06807,1763309.558,243158.6435,244737.7246,4181008.641,1648407.163,540165.9613,3406952.209,8983047.16,2549950.453
Acetyl-L-carnitine,6400256.327,32134137.58,18296239.64,1130791.396,2386814.407,8784765.651,1442016.214,28720950.99,2641900.394,13107397.3,511230.0798,1409952.099,920935.6192,14245643.18,17244293.8,13188255.51,2569540.835,6411037.46,1075970.98,7927903.728,9810.187415,49046.10244,6585008.139,8869.083323,8429.564418,13238857.34,176366.2384,3707314.654,519500.7899,1525837.136,2487584.026,527140.2567,650363.8732,5896089.934,1903416.525,30437949.73,92209.11871,528083.5669,20967.78448,1759291.82,835564.4199,2366303.676,283943.9982,315792.2961,976583.3519,46862.79306,176952.824,523827.4379,1323057.509,1571754.474,226491.45,354371.763,548910.028,1213467.504,2035824.694,521952.3593,4193059.519
